user_id,num_books_rated,gutenberg_ids,goodreads_book_keys,ratings
798,8,10523;1656;1343;345;1120;29908;70440;120,"alcestis||euripides;apology||plato;bureaucracy||balzac, honorã© de;dracula||stoker, bram;julius caesar||shakespeare, william;the adventurer||kornbluth, c. m. (cyril m.);the awakening||bordeaux, henry;treasure island||stevenson, robert louis",4.0;3.0;1.0;4.0;2.0;2.0;2.0;4.0
818,17,1399;1965;1672;1122;786;135;4276;2610;1112;7517;2197;10068;66057;1107;120;1123;203,"anna karenina||tolstoy, leo;captain blood||sabatini, rafael;gorgias||plato;hamlet||shakespeare, william;hard times||dickens, charles;les misrables||hugo, victor;north and south||gaskell, elizabeth cleghorn;notredame de paris||hugo, victor;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the gambler||dostoyevsky, fyodor;the power and the glory||cooke, grace macgowan;the tale of genji||murasaki shikibu;the taming of the shrew||shakespeare, william;treasure island||stevenson, robert louis;twelfth night||shakespeare, william;uncle toms cabin||stowe, harriet beecher",5.0;5.0;5.0;4.0;3.0;5.0;4.0;3.0;5.0;2.0;3.0;4.0;5.0;5.0;5.0;5.0;4.5
838,13,1113;1399;1254;7469;345;105;155;3268;66057;70361;209;599;9182,"a midsummer nights dream||shakespeare, william;anna karenina||tolstoy, leo;cyrano de bergerac||rostand, edmond;daniel deronda||eliot, george;dracula||stoker, bram;persuasion||austen, jane;the moonstone||collins, wilkie;the mysteries of udolpho||radcliffe, ann ward;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the turn of the screw||james, henry;vanity fair||thackeray, william makepeace;villette||brontã«, charlotte",4.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0
840,11,1113;98;2554;158;514;7700;2571;66057;6362;120;599,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;crime and punishment||dostoyevsky, fyodor;emma||austen, jane;little women||alcott, louisa may;lysistrata||aristophanes;peace||aristophanes;the tale of genji||murasaki shikibu;three soldiers||dos passos, john;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace",3.0;4.0;3.0;4.0;3.0;3.0;3.0;3.0;5.0;4.0;3.5
858,11,10523;1399;1121;1672;2413;1118;4081;28054;696;35;120,"alcestis||euripides;anna karenina||tolstoy, leo;as you like it||shakespeare, william;gorgias||plato;madame bovary||flaubert, gustave;much ado about nothing||shakespeare, william;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the time machine||wells, h. g. (herbert george);treasure island||stevenson, robert louis",3.0;4.0;4.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;2.0
864,8,4217;158;2413;1661;28054;120;74458;768,"a portrait of the artist as a young man||joyce, james;emma||austen, jane;madame bovary||flaubert, gustave;the adventures of sherlock holmes||doyle, arthur conan;the brothers karamazov||dostoyevsky, fyodor;treasure island||stevenson, robert louis;victoria||hamsun, knut;wuthering heights||brontã«, emily",4.5;4.0;4.0;3.0;3.0;3.0;4.0;4.0
874,12,98;11;158;1122;61262;7517;17780;4081;28054;696;65298;75170,"a tale of two cities||dickens, charles;alices adventures in wonderland||carroll, lewis;emma||austen, jane;hamlet||shakespeare, william;poirot investigates||christie, agatha;sanctuary||wharton, edith;scenes of clerical life||eliot, george;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the gift||sturgis, melvin;the sound and the fury||faulkner, william",3.0;3.0;5.0;5.0;3.0;4.0;4.0;2.0;4.0;3.0;4.0;5.0
881,10,1113;61760;75781;7700;2571;26298;1497;65839;120;599,"a midsummer nights dream||shakespeare, william;charles dickens||chesterton, g. k. (gilbert keith);east of eden||glenn, isa;lysistrata||aristophanes;peace||aristophanes;the metamorphosis||kafka, franz;the republic||plato;the stranger||dickson, gordon r.;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace",5.0;3.0;4.0;3.0;3.0;3.0;1.0;5.0;5.0;5.0
900,10,2554;1122;8387;2413;51713;28054;6362;120;1123;768,"crime and punishment||dostoyevsky, fyodor;hamlet||shakespeare, william;hunger||hamsun, knut;madame bovary||flaubert, gustave;metamorphosis||de vet, charles v.;the brothers karamazov||dostoyevsky, fyodor;three soldiers||dos passos, john;treasure island||stevenson, robert louis;twelfth night||shakespeare, william;wuthering heights||brontã«, emily",5.0;4.0;2.0;5.0;2.0;5.0;4.0;4.0;4.0;3.0
904,10,1113;158;2587;7700;2571;2500;28054;25829;66057;209,"a midsummer nights dream||shakespeare, william;emma||austen, jane;life is a dream||calderã³n de la barca, pedro;lysistrata||aristophanes;peace||aristophanes;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the dark tower||bottome, phyllis;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",3.333333333333333;3.0;4.0;4.0;4.0;5.0;4.0;5.0;5.0;1.0
923,8,65636;1113;98;158;1661;28054;73739;66057,"a lost lady||cather, willa;a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;the adventures of sherlock holmes||doyle, arthur conan;the brothers karamazov||dostoyevsky, fyodor;the river||aiken, ednah;the tale of genji||murasaki shikibu",1.0;4.5;5.0;5.0;4.0;5.0;5.0;5.0
981,9,1113;2226;7700;2413;78220;64880;155;66057;4300,"a midsummer nights dream||shakespeare, william;kim||kipling, rudyard;lysistrata||aristophanes;madame bovary||flaubert, gustave;murder at the vicarage||christie, agatha;the facts of life||miller, p. schuyler (peter schuyler);the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;ulysses||joyce, james",5.0;4.0;5.0;4.0;4.0;5.0;1.0;5.0;3.5
985,9,1113;4217;98;1127;17780;161;28054;1114;1135,"a midsummer nights dream||shakespeare, william;a portrait of the artist as a young man||joyce, james;a tale of two cities||dickens, charles;othello||shakespeare, william;scenes of clerical life||eliot, george;sense and sensibility||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the merchant of venice||shakespeare, william;the tempest||shakespeare, william",3.0;4.0;5.0;3.0;5.0;5.0;3.0;5.0;5.0
1004,10,1113;10523;2413;145;1342;18881;65839;209;120;1123,"a midsummer nights dream||shakespeare, william;alcestis||euripides;madame bovary||flaubert, gustave;middlemarch||eliot, george;pride and prejudice||austen, jane;the idiot||bangs, john kendrick;the stranger||dickson, gordon r.;the turn of the screw||james, henry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.0;4.0;4.0;3.0;4.0;4.0;3.0;3.0;4.0;3.0
1005,11,1113;7469;158;543;38251;174;66057;70361;805;2948;768,"a midsummer nights dream||shakespeare, william;daniel deronda||eliot, george;emma||austen, jane;main street||lewis, sinclair;oscar wilde||thorne, guy;the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu;the terror||coppel, alfred;this side of paradise||fitzgerald, f. scott (francis scott);where angels fear to tread||forster, e. m. (edward morgan);wuthering heights||brontã«, emily",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;2.0;4.5
1009,11,1399;70875;35860;38251;21015;1603;18881;70361;289;4300;599,"anna karenina||tolstoy, leo;arrowsmith||lewis, sinclair;essays||benson, arthur christopher;oscar wilde||thorne, guy;the adventures of jimmy skunk||burgess, thornton w. (thornton waldo);the blue flower||van dyke, henry;the idiot||bangs, john kendrick;the terror||coppel, alfred;the wind in the willows||grahame, kenneth;ulysses||joyce, james;vanity fair||thackeray, william makepeace",5.0;4.0;2.0;4.0;5.0;4.0;4.0;5.0;3.0;3.0;5.0
1058,13,61221;2554;1122;2226;1245;1127;696;49035;64317;1695;65465;65568;67138,"a passage to india||forster, e. m. (edward morgan);crime and punishment||dostoyevsky, fyodor;hamlet||shakespeare, william;kim||kipling, rudyard;night and day||woolf, virginia;othello||shakespeare, william;the castle of otranto||walpole, horace;the changeling||besant, walter;the great gatsby||fitzgerald, f. scott (francis scott);the man who was thursday a nightmare||chesterton, g. k. (gilbert keith);the professors house||cather, willa;the runaway bunny||smith, laura rountree;the sun also rises||hemingway, ernest",3.0;4.5;4.0;4.0;4.0;4.0;4.0;3.0;4.0;2.0;2.0;4.0;3.0
1065,11,1113;1399;158;21510;3783;1603;28054;155;66057;599;768,"a midsummer nights dream||shakespeare, william;anna karenina||tolstoy, leo;emma||austen, jane;legacy||schmitz, james h.;mother||gorky, maksim;the blue flower||van dyke, henry;the brothers karamazov||dostoyevsky, fyodor;the moonstone||collins, wilkie;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;4.0;3.0;2.0;4.0;3.0;3.0;5.0;5.0;4.0;5.0
1073,20,15492;78723;2554;13159;71853;24779;242;351;1127;105;60580;28054;49035;2775;77600;1685;75170;65839;6362;120,"a dolls house||ibsen, henrik;cakes and ale||maugham, w. somerset (william somerset);crime and punishment||dostoyevsky, fyodor;lost illusions||balzac, honorã© de;manhattan transfer||dos passos, john;millennium||cole, everett b.;my ntonia||cather, willa;of human bondage||maugham, w. somerset (william somerset);othello||shakespeare, william;persuasion||austen, jane;the big blue soldier||hill, grace livingston;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the good soldier||ford, ford madox;the maltese falcon||hammett, dashiell;the mystery of the yellow room||leroux, gaston;the sound and the fury||faulkner, william;the stranger||dickson, gordon r.;three soldiers||dos passos, john;treasure island||stevenson, robert louis",3.0;2.0;4.0;3.0;3.0;3.0;5.0;5.0;3.0;4.0;4.0;3.0;2.0;5.0;4.0;3.0;2.0;5.0;4.0;5.0
1091,31,244;70875;76513;71586;158;49400;20028;23077;38251;1342;9687;161;40745;1753;21015;1603;28054;78887;7998;64317;2852;18881;1622;149;834;174;30062;65839;66057;70361;4300,"a study in scarlet||doyle, arthur conan;arrowsmith||lewis, sinclair;billy budd||melville, herman;deadline||kleine, walter l.;emma||austen, jane;experience||cotton, catherine (catherine m.);fanny hill memoirs of a woman of pleasure||cleland, john;jane eyre||brontã«, charlotte;oscar wilde||thorne, guy;pride and prejudice||austen, jane;robinson crusoe||defoe, daniel;sense and sensibility||austen, jane;short stories||dostoyevsky, fyodor;swan song||chekhov, anton pavlovich;the adventures of jimmy skunk||burgess, thornton w. (thornton waldo);the blue flower||van dyke, henry;the brothers karamazov||dostoyevsky, fyodor;the doctors daughter||shaw, catharine;the frogs||aristophanes;the great gatsby||fitzgerald, f. scott (francis scott);the hound of the baskervilles||doyle, arthur conan;the idiot||bangs, john kendrick;the law and the lady||collins, wilkie;the lost continent||burroughs, edgar rice;the memoirs of sherlock holmes||doyle, arthur conan;the picture of dorian gray||wilde, oscar;the plague||keller, teddy;the stranger||dickson, gordon r.;the tale of genji||murasaki shikibu;the terror||coppel, alfred;ulysses||joyce, james",4.0;4.0;5.0;5.0;3.0;4.0;4.0;5.0;5.0;5.0;5.0;4.0;3.0;5.0;4.0;4.0;5.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0;4.5;5.0;5.0
1101,16,75201;1113;2446;1399;7469;63990;9687;1603;18881;3268;863;66057;70361;289;599;768,"a farewell to arms||hemingway, ernest;a midsummer nights dream||shakespeare, william;an enemy of the people||ibsen, henrik;anna karenina||tolstoy, leo;daniel deronda||eliot, george;palimpsest||aycock, roger d.;robinson crusoe||defoe, daniel;the blue flower||van dyke, henry;the idiot||bangs, john kendrick;the mysteries of udolpho||radcliffe, ann ward;the mysterious affair at styles||christie, agatha;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the wind in the willows||grahame, kenneth;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;4.0;4.0;4.5;5.0;3.0;3.0;4.0;4.0;5.0;3.0;5.0;5.0;4.0;3.0;5.0
1104,11,75201;1113;1254;158;73144;1753;1603;3268;66057;599;768,"a farewell to arms||hemingway, ernest;a midsummer nights dream||shakespeare, william;cyrano de bergerac||rostand, edmond;emma||austen, jane;lady chatterleys lover||lawrence, d. h. (david herbert);swan song||chekhov, anton pavlovich;the blue flower||van dyke, henry;the mysteries of udolpho||radcliffe, ann ward;the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
1106,10,1113;2413;16;9687;2500;28054;66057;1123;599;768,"a midsummer nights dream||shakespeare, william;madame bovary||flaubert, gustave;peter pan||barrie, j. m. (james matthew);robinson crusoe||defoe, daniel;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;twelfth night||shakespeare, william;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;5.0;2.0;3.0;3.0;5.0;3.0;5.0;4.5;5.0
1117,12,1113;98;158;219;7700;2571;1342;66057;209;6362;120;31547,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;heart of darkness||conrad, joseph;lysistrata||aristophanes;peace||aristophanes;pride and prejudice||austen, jane;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;three soldiers||dos passos, john;treasure island||stevenson, robert louis;youth||asimov, isaac",4.5;4.0;4.0;4.0;4.0;4.0;5.0;3.0;4.0;4.0;5.0;4.0
1126,8,29676;73144;29908;28054;696;26298;75170;1123,"identity||blade, zoã«;lady chatterleys lover||lawrence, d. h. (david herbert);the adventurer||kornbluth, c. m. (cyril m.);the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the metamorphosis||kafka, franz;the sound and the fury||faulkner, william;twelfth night||shakespeare, william",3.0;4.0;4.0;5.0;4.0;4.0;3.0;4.5
1149,11,1254;345;158;1342;28054;696;2775;6362;1123;9182;768,"cyrano de bergerac||rostand, edmond;dracula||stoker, bram;emma||austen, jane;pride and prejudice||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the good soldier||ford, ford madox;three soldiers||dos passos, john;twelfth night||shakespeare, william;villette||brontã«, charlotte;wuthering heights||brontã«, emily",4.0;4.0;4.0;4.0;4.0;4.0;5.0;4.0;2.0;3.0;4.0
1151,12,1113;1254;75781;158;2587;32730;174;42;70361;209;583;768,"a midsummer nights dream||shakespeare, william;cyrano de bergerac||rostand, edmond;east of eden||glenn, isa;emma||austen, jane;life is a dream||calderã³n de la barca, pedro;the heart of a woman||orczy, emmuska orczy;the picture of dorian gray||wilde, oscar;the strange case of dr jekyll and mr hyde||stevenson, robert louis;the terror||coppel, alfred;the turn of the screw||james, henry;the woman in white||collins, wilkie;wuthering heights||brontã«, emily",4.0;4.0;4.0;4.0;2.0;5.0;1.0;2.0;4.0;4.0;4.0;4.0
1158,12,158;1122;1120;141;121;105;10623;161;4081;1184;18881;1944,"emma||austen, jane;hamlet||shakespeare, william;julius caesar||shakespeare, william;mansfield park||austen, jane;northanger abbey||austen, jane;persuasion||austen, jane;plays||glaspell, susan;sense and sensibility||austen, jane;the alchemist||jonson, ben;the count of monte cristo||dumas, alexandre;the idiot||bangs, john kendrick;the witch and other stories||chekhov, anton pavlovich",2.333333333333333;5.0;4.0;2.0;2.0;3.5;3.0;3.5;2.0;4.0;3.0;2.0
1165,10,1113;23303;19068;7700;1127;2571;12710;61168;41545;11229,"a midsummer nights dream||shakespeare, william;cinderella||anonymous;household stories by the brothers grimm||grimm, jacob;lysistrata||aristophanes;othello||shakespeare, william;peace||aristophanes;rapunzel||grimm, jacob;the man in the brown suit||christie, agatha;the orange girl||besant, walter;the purple cloud||shiel, m. p. (matthew phipps)",2.6666666666666665;3.0;3.0;3.0;4.0;4.0;2.0;3.0;4.0;2.0
1177,12,1113;98;158;2891;73308;73188;1342;70440;28054;1184;66057;768,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;emma||austen, jane;howards end||forster, e. m. (edward morgan);love||von arnim, elizabeth;possession||bromfield, louis;pride and prejudice||austen, jane;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the count of monte cristo||dumas, alexandre;the tale of genji||murasaki shikibu;wuthering heights||brontã«, emily",5.0;5.0;4.0;5.0;5.0;5.0;5.0;4.0;2.0;2.0;4.0;4.0
1203,9,1113;158;1120;1118;5086;66057;70361;120;768,"a midsummer nights dream||shakespeare, william;emma||austen, jane;julius caesar||shakespeare, william;much ado about nothing||shakespeare, william;rainbows end||beach, rex;the tale of genji||murasaki shikibu;the terror||coppel, alfred;treasure island||stevenson, robert louis;wuthering heights||brontã«, emily",5.0;5.0;5.0;3.0;5.0;3.0;5.0;5.0;5.0
1208,9,10523;158;1120;1127;4081;28054;30062;42;120,"alcestis||euripides;emma||austen, jane;julius caesar||shakespeare, william;othello||shakespeare, william;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the plague||keller, teddy;the strange case of dr jekyll and mr hyde||stevenson, robert louis;treasure island||stevenson, robert louis",5.0;4.0;5.0;3.0;5.0;4.0;5.0;3.0;3.0
